main_star_n,gap_k
199533092590,3032
199533092590,3050
199533092590,4110
199533092590,4142
199533092591,54
199533092591,594
199533092591,3918
199533092593,1632
199533092593,2616
199533092593,3282
199620881026,2628
199620881026,3164
199620881026,4422
199620881026,4814
199620881027,2316
199620881027,3080
199620881027,3920
199620881028,1202
199620881028,2058
199620881028,2100
199620881028,2612
199620881028,2850
199620881028,4796
199620881029,510
199620881029,1970
199620881029,4454
199925278168,812
199925278168,948
199925278168,968
199925278168,2618
199925278168,3992
199925278168,4386
199925278169,648
199925278169,860
199925278169,1080
199925278170,1752
199925278170,2472
199925278170,3158
199925278170,3978
199925278171,272
199925278171,278
199925278171,2078
199925278171,2898
199925278171,2958
199925278171,3234
199925278171,3540
199925278171,4448
